cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPRDKit,logPALOGPS,logPChemAxon,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
RNEG-005,Salicyluric acid,1,M-H,primary,RNEG-005.1,can be saturated,263.28,4.388,194.04533,194.0424193,194.0482407,248.28,278.28,195.0531578,C9H9NO4,,,PC00000047,URNEG-09901,,,-0.2849,,,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0000840,,,,NA,Benzoate Metabolism,C07588,9835,10253,2-[(2-hydroxyphenyl)formamido]acetic acid,,9008,"InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",ONJSZLXSECQROL-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-005,Salicyluric acid,2,[(M+1)-H],range,RNEG-005.2,,263.28,4.388,195.0485,195.0455743,195.0514257,248.28,278.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-005,Salicyluric acid,3,[(M+2)-H],range,RNEG-005.3,,263.28,4.388,196.05034,196.0473992,196.0532808,248.28,278.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-005,Salicyluric acid,4,[M-H-COO],specificity,RNEG-005.4,,263.28,4.388,150.0555,150.0532492,150.0577508,248.28,278.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-005,Salicyluric acid,5,[M-H-C2H3NOCOO],specificity,RNEG-005.5,,263.28,4.388,93.03404,93.03264449,93.03543551,248.28,278.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-006,"3,5-Dihydroxybenzoic acid",1,M-H,primary,RNEG-006.1,,141,2.35,153.01878,153.0164847,153.0210753,126,156,154.0266087,C7H6O4,,,PC00000744,URNEG-04921,,,0.6644,,,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,HMDB0013677,,,,NA,NA,NA,7146,7424,"3,5-dihydroxybenzoic acid",,39912,"InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)",UYEMGAFJOZZIFP-UHFFFAOYSA-N,2a,1,4,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-006,"3,5-Dihydroxybenzoic acid",2,[(M+1)-H],range,RNEG-006.2,,141,2.35,154.02218,154.0198697,154.0244903,126,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-006,"3,5-Dihydroxybenzoic acid",3,[M-H-COO],specificity,RNEG-006.3,,141,2.35,109.02895,109.0273146,109.0305854,126,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-007,3-Methylglutaric acid,1,M-H,primary,RNEG-007.1,check adipic acid,159.72,2.662,145.05008,145.0479042,145.0522558,144.72,174.72,146.0579088,C6H10O4,,,PC00002203,URNEG-05517,,,-1.0081,,,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0000752,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170117,NA,NA,11781,12284,3-methylpentanedioic acid,,68566,"InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)",XJMMNTGIMDZPMU-UHFFFAOYSA-N,2a,1,4,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-007,3-Methylglutaric acid,2,[(M+1)-H],range,RNEG-007.2,,159.72,2.662,146.0535,146.0513092,146.0556908,144.72,174.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-007,3-Methylglutaric acid,3,[M-H-COO],specificity,RNEG-007.3,,159.72,2.662,101.06025,101.0587341,101.0617659,144.72,174.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-008,Adipic acid,1,M-H,primary,RNEG-008.1,check 3-methylglutaric and 2-methylglutaric acid,155.46,2.591,145.05008,145.0479042,145.0522558,140.46,170.46,146.0579088,C6H10O4,,,PC00001903,URNEG-05376,,,-0.864,,,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,HMDB0000448,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170048,Caprolactam degradation,C06104,191,196,hexanedioic acid,,30832,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",WNLRTRBMVRJNCN-UHFFFAOYSA-N,2a,1,4,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-008,Adipic acid,2,[(M+1)-H],range,RNEG-008.2,,155.46,2.591,146.0535,146.0513092,146.0556908,140.46,170.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-008,Adipic acid,3,[M-H-COO],specificity,RNEG-008.3,,155.46,2.591,101.06025,101.0587341,101.0617659,140.46,170.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-008,Adipic acid,4,[M-H-COO-H2O],specificity,RNEG-008.4,,155.46,2.591,83.04969,83.04844425,83.05093575,140.46,170.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-009,Azelaic Acid,1,M-H,primary,RNEG-009.1,,328.86,5.481,187.09703,187.0942235,187.0998365,313.86,343.86,188.104859,C9H16O4,,,PC00001597,URNEG-11835,,,-0.4317,,,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,HMDB0000784,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170054,"Fatty Acid, Dicarboxylate",C08261,2179,2266,nonanedioic acid,,48131,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",BDJRBEYXGGNYIS-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-009,Azelaic Acid,2,[(M+1)-H],range,RNEG-009.2,,328.86,5.481,188.10045,188.0976285,188.1032715,313.86,343.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-009,Azelaic Acid,3,[M-H-H2O-COO],specificity,RNEG-009.3,,328.86,5.481,125.09664,125.0947636,125.0985164,313.86,343.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-009,Azelaic Acid,4,[M-H-COO-H2O-C2H4],specificity,RNEG-009.4,,328.86,5.481,97.06534,97.06388402,97.06679598,313.86,343.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-010,Cholic acid | Ursocholic acid,1,M-H,primary,RNEG-010.1,,584.94,9.749,407.27975,407.2736408,407.2858592,569.94,599.94,408.2875744,C24H40O5,,,IROAP07_W50 | inhouse,URNEG-16663,,,-0.4742,,,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",HMDB0000619 | HMDB0000917,Sterols [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",LMST04010001 | LMST04010088,"Primary Bile Acid Metabolism | 	Secondary bile acid biosynthesis",C00695 | C17644,4573890 | 109088,221493 | 122340,,,16359 | 81240,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1 | InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19+,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N | BHQCQFFYRZLCQQ-UTLSPDKDSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-010,Cholic acid | Ursocholic acid,2,[(M+1)-H],range,RNEG-010.2,,584.94,9.749,408.28316,408.2770358,408.2892842,569.94,599.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-010,Cholic acid | Ursocholic acid,3,[M+HCOO-]-,specificity,RNEG-010.3,,584.94,9.749,453.28523,453.2784307,453.2920293,569.94,599.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-010,Cholic acid | Ursocholic acid,4,[M-H+HCOONa],specificity,RNEG-010.4,,584.94,9.749,475.26717,475.260041,475.274299,569.94,599.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-011,Indolelactic acid,1,M-H,primary,RNEG-011.1,,291.84,4.864,204.06607,204.063009,204.069131,276.84,306.84,205.0738932,C11H11NO3,,,PC00000344,URNEG-10663,,,-0.0726,,,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,HMDB0000671,,,,NA,Tryptophan Metabolism,C02043,83867,92904,2-hydroxy-3-(1H-indol-3-yl)propanoic acid,,NA,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)/t10-/m0/s1",XGILAAMKEQUXLS-JTQLQIEISA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-011,Indolelactic acid,2,[(M+1)-H],range,RNEG-011.2,,291.84,4.864,205.06927,205.066194,205.072346,276.84,306.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-011,Indolelactic acid,3,[M-H-H2O],specificity,RNEG-011.3,,291.84,4.864,186.0555,186.0527092,186.0582908,276.84,306.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-011,Indolelactic acid,4,[M-H-HCOOH],specificity,RNEG-011.4,,291.84,4.864,158.06059,158.0582191,158.0629609,276.84,306.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-012,Indolelactic acid,5,[M-H-H2O-COO],specificity,RNEG-012.5,,291.84,4.864,142.06567,142.063539,142.067801,276.84,306.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-012,4-Hydroxyphenyllactic acid,1,M-H,primary,RNEG-012.1,,168.72,2.812,181.05008,181.0473642,181.0527958,153.72,183.72,182.0579088,C9H10O4,,,PC00001468,URNEG-05971,,,-0.2434,,,Phenylpropanoic acids,,Phenylpropanoic acids,HMDB0000755,,,,NA,Phenylalanine and Tyrosine Metabolism,C03672,10807549,9378,2-hydroxy-3-(4-hydroxyphenyl)propanoic acid,,17385,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",JVGVDSSUAVXRDY-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-012,4-Hydroxyphenyllactic acid,2,[(M+1)-H],range,RNEG-012.2,,168.72,2.812,182.05348,182.0507492,182.0562108,153.72,183.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-012,4-Hydroxyphenyllactic acid,3,[M-H-HCOOH],specificity,RNEG-012.3,,168.72,2.812,135.0446,135.0425743,135.0466257,153.72,183.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-013,"2,5-Dihydroxybenzoic acid",1,M-H,primary,RNEG-013.1,,189.66,3.161,153.01878,153.0164847,153.0210753,174.66,204.66,154.0266087,C7H6O4,,,PC00001875,URNEG-06754,,,0.6644,,,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,HMDB0000152,,,,NA,Phenylalanine and Tyrosine Metabolism,C00628,3350,3469,"2,5-dihydroxybenzoic acid",,17189,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",WXTMDXOMEHJXQO-UHFFFAOYSA-N,2a,1,3,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-013,"2,5-Dihydroxybenzoic acid",2,[(M+1)-H],range,RNEG-013.2,,189.66,3.161,154.02218,154.0198697,154.0244903,174.66,204.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-013,"2,5-Dihydroxybenzoic acid",3,[M-H-HCOOH],specificity,RNEG-013.3,,189.66,3.161,109.02895,109.0273146,109.0305854,174.66,204.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-014,Guanosine,1,M-H,primary,RNEG-014.1,,85.5,1.425,282.08384,282.0796087,282.0880713,70.5,100.5,283.0916686,C10H13N5O5,,,PC00001474,URNEG-02804,,,-2.66263,,,Purine nucleosides,,Purine nucleosides,HMDB0000133,,,,NA,"Purine Metabolism, Guanine containing",C00387,6544,135398635,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-1H-purin-6-one",,16750,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",NYHBQMYGNKIUIF-UUOKFMHZSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-014,Guanosine,2,[(M+1)-H],range,RNEG-014.2,,85.5,1.425,283.08635,283.0821037,283.0905963,70.5,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-015,Histidine,1,M-H,primary,RNEG-015.1,,30.9,0.515,154.06165,154.0593391,154.0639609,15.9,45.9,155.0694765,C6H9N3O2,,,PC00001690,URNEG-00604,,,-2.1915,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000177,,,,NA,Histidine Metabolism,C00135,6038,6274,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,,15971,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-015,Histidine,2,[(M+1)-H],range,RNEG-015.2,,30.9,0.515,155.06416,155.061834,155.066486,15.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-015,Histidine,3,[M-H-COO-NH3],specificity,RNEG-015.3,,30.9,0.515,93.04527,93.04387432,93.04666568,15.9,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-016,Hypoxanthine,1,M-H,primary,RNEG-016.1,,71.94,1.199,135.03069,135.0286645,135.0327155,56.94,86.94,136.0385108,C5H4N4O,,,PC00001553,URNEG-02322,,,-0.134,,,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000157,,,,NA,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",C00262,768,135398638,7H-purin-6-ol,,17368,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RNEG_ToF03_U19W11_LTR;AIRWAVE_RNEG_ToF03_U19W23_LTR;AIRWAVE_RNEG_ToF03_U19W35_LTR;AIRWAVE_RNEG_ToF03_U19W12_SR;AIRWAVE_RNEG_ToF03_U19W24_SR;AIRWAVE_RNEG_ToF03_U19W36_SR,
RNEG-016,Hypoxanthine,2,[(M+1)-H],range,RNEG-016.2,,71.94,1.199,136.03273,136.0306895,136.0347705,56.94,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNEG-016,Hypoxanthine,3,[M-H-CONH],specificity,RNEG-016.3,,71.94,1.199,92.02487,92.02348963,92.02625037,56.94,86.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
