cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPRDKit,logPALOGPS,logPChemAxon,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
HPOS-004,L-Acetylcarnitine CAR(2:0),3,[M+Na],specificity,HPOS-004.3,,304.3102694,5.03,226.10553,226.1021384,226.1089216,289.3102694,319.3102694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-005,Adenosine,1,M+H,primary,HPOS-005.1,,104.414473,1.75,268.10458,268.1005584,268.1086016,89.41447297,119.414473,267.0967539,C10H13N5O4,268.1047,,PC00000603,UHPOS-00844,,,-2.5893,,,Purine nucleosides,,Purine nucleosides,HMDB0000050,,,,NA,"Purine Metabolism, Adenine containing",C00212,54923,60961,"(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",,16335,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N,2a,1,4,X,,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-005,Adenosine,2,[(M+1)+H],range,HPOS-005.2,,104.414473,1.75,269.10709,269.1030534,269.1111266,89.41447297,119.414473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-005,Adenosine,3,[M-C5H8O4+H],specificity,HPOS-005.3,,104.414473,1.75,136.06232,136.0602791,136.0643609,89.41447297,119.414473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-006,Symmetric | Asymmetric Dimethylarginine,1,M+H,primary,HPOS-006.1,,358.2394827,5.913,203.1508,203.1477527,203.1538473,343.2394827,373.2394827,202.1429758,C8H18N4O2,203.1506,,in house | FB04292601,UHPOS-03270,,,-1.02670 | 0.73553,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Arginine and derivatives,HMDB0003334 | HMDB0001539,,,,NA,Urea cycle; Arginine and Proline Metabolism,NA | C03626,147942 | 110375,169148 | 123831,"(2S)-2-amino-5-[(E)-N',N''-dimethylcarbamimidamido]pentanoicacid | (2S)-2-amino-5-[(E)-[amino(dimethylamino)methylidene]amino]pentanoicacid",,25682 | 17929,"InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1 | InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N | YDGMGEXADBMOMJ-LURJTMIESA-N,2a,1,1,X,,,,,,,,Urine,AA/EC,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-006,Symmetric | Asymmetric Dimethylarginine,2,[(M+1)+H],range,HPOS-006.2,,358.2394827,5.913,204.15334,204.1502777,204.1564023,343.2394827,373.2394827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-006,Symmetric | Asymmetric Dimethylarginine,3,[M-CO-NH3+H],specificity,HPOS-006.3,,358.2394827,5.913,158.128,158.1256281,158.1303719,343.2394827,373.2394827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-007,Choline,1,M+H,primary,HPOS-007.1,,236.3599474,3.97,104.10754,104.1059784,104.1091016,221.3599474,251.3599474,104.1075391,C5H14NO,104.1079,,IROA_P04W41,UHPOS-02147,,,-1.6464,,,Organonitrogen compounds,Quaternary ammonium salts,Cholines,HMDB0000097,,,,NA,"Glycine, serine and threonine metabolism; Glycerophospholipid metabolism",C00114,299,305,(2-hydroxyethyl)trimethylazanium,,15354,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-007,Choline,2,[(M+1)+H],range,HPOS-007.2,,236.3599474,3.97,105.11059,105.1090133,105.1121667,221.3599474,251.3599474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-008,Carnitine,1,M+H,primary,HPOS-008.1,,320.2599288,5.32,162.11302,162.1105883,162.1154517,305.2599288,335.2599288,161.1051934,C7H15NO3,162.1146,,BioLog_PM2W89,UHPOS-02955;PHPOS-07860,,,-3.2608,,,Organonitrogen compounds,Quaternary ammonium salts,Carnitines,HMDB0000062,,,,NA,Carnitine Metabolism,C00318,282,10917,3-hydroxy-4-(trimethylazaniumyl)butanoate,,16347,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,2a,1,1,X,X,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-008,Carnitine,2,[(M+1)+H],range,HPOS-008.2,,320.2599288,5.32,163.11617,163.1137233,163.1186167,305.2599288,335.2599288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-008,Carnitine,3,[2M+H],specificity,HPOS-008.3,,320.2599288,5.32,323.21821,323.2133617,323.2230583,305.2599288,335.2599288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-008,Carnitine,4,[2M+Na],specificity,HPOS-008.4,,320.2599288,5.32,345.20016,345.194982,345.205338,305.2599288,335.2599288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-008,Carnitine,5,[M-N(CH3)3+H],specificity,HPOS-008.5,,320.2599288,5.32,103.03952,103.0379744,103.0410656,305.2599288,335.2599288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-009,Decanoylcarnitine CAR(10:0),1,M+H,primary,HPOS-009.1,can have interference from 13C2 of m/z 314,240.0999291,3.92,316.24878,316.2440363,316.2535237,225.0999291,255.0999291,315.2409585,C17H33NO4,,,FB01052102,UHPOS-02156;PHPOS-05281,,,-2.1739,,,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000651,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070059,NA,C02301,8420677,11953821,3-(decanoyloxy)-4-(trimethylazaniumyl)butanoate,,68830,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3",LZOSYCMHQXPBFU-UHFFFAOYSA-N,2a,1,4,X,X,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-009,Decanoylcarnitine CAR(10:0),2,[(M+1)+H],range,HPOS-009.2,,240.0999291,3.92,317.25208,317.2473212,317.2568388,225.0999291,255.0999291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-010,Hexanoylcarnitine CAR(6:0),1,M+H,primary,HPOS-010.1,,260.1910956,4.33651826,260.18618,260.1822772,260.1900828,245.1910956,275.1910956,259.1783583,C13H25NO4,,,FB01052255,UHPOS-02385; PHPOS-05851,,,-2.7503,,,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000705,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070001,NA,C02301,2497478,3246938,3-(hexanoyloxy)-4-(trimethylazaniumyl)butanoate,,84834,"InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1",VVPRQWTYSNDTEA-LLVKDONJSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-010,Hexanoylcarnitine CAR(6:0),2,[(M+1)+H],range,HPOS-010.2,,260.1910956,4.33651826,261.18945,261.1855322,261.1933678,245.1910956,275.1910956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-010,Hexanoylcarnitine CAR(6:0),3,[M-N(CH3)3+H],specificity,HPOS-010.3,,260.1910956,4.33651826,201.113,201.1099833,201.1160167,245.1910956,275.1910956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-010,Hexanoylcarnitine CAR(6:0),4,[M+Na],specificity,HPOS-010.4,,260.1910956,4.33651826,282.168,282.1637675,282.1722325,245.1910956,275.1910956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-011,Glutarylcarnitine CAR(5:0-DC),1,M+H,primary,HPOS-011.1,,306.2183852,5.103639754,276.14471,276.1405678,276.1488522,291.2183852,321.2183852,275.1368874,C12H21NO6,,,FB04292911,UHPOS-02919,,,-3.7587,,,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Acyl carnitines,HMDB0013130,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070091,NA,C02301,34448634,71464488,(3R)-3-[(4-carboxybutanoyl)oxy]-4-(trimethylazaniumyl)butanoate,,73040,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)",NXJAXUYOQLTISD-UHFFFAOYSA-N,2a,1,2,X,X,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-011,Glutarylcarnitine CAR(5:0-DC),2,[(M+1)+H],range,HPOS-011.2,,306.2183852,5.103639754,277.14797,277.1438128,277.1521272,291.2183852,321.2183852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-011,Glutarylcarnitine CAR(5:0-DC),3,[M+Na],specificity,HPOS-011.3,,306.2183852,5.103639754,298.12666,298.1221881,298.1311319,291.2183852,321.2183852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-011,Glutarylcarnitine CAR(5:0-DC),4,[M-N(CH3)3+H],specificity,HPOS-011.4,,306.2183852,5.103639754,217.07121,217.0679539,217.0744661,291.2183852,321.2183852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-012,Isovaleryl | valeryl | 2-methylbutyryl carnitine CAR(5:0),1,M+H,primary,HPOS-012.1,,263.2660302,4.38776717,246.17053,246.1668374,246.1742226,248.2660302,278.2660302,245.1627082,C12H23NO4,,,FB01052340 | inhouse | inhouse,UHPOS-02474,,,-0.2095 | -0.0654 | -0.2095,,,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000688 | HMDB0013128 | HMDB0000378,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070076 | LMFA07070111 | LMFA07070034,NA,C02301,4932271 | 17353685 | 4932320,6426851 | 16226475 | 6426901,,,73025 | 86050 | 73026,"InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3 | InChI=1S/C12H23NO4/c1-5-6-7-12(16)17-10(8-11(14)15)9-13(2,3)4/h10H,5-9H2,1-4H3/t10-/m1/s1 | InChI=1S/C12H23NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3",†IGQBPDJNUXPEMT-UHFFFAOYSA-N | VSNFQQXVMPSASB-SNVBAGLBSA-N | IHCPDBBYTYJYIL-UHFFFAOYSA-N ,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-012,Isovaleryl | valeryl | 2-methylbutyryl carnitine CAR(5:0),2,[(M+1)+H],range,HPOS-012.2,,263.2660302,4.38776717,247.17379,247.1700824,247.1774976,248.2660302,278.2660302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-012,Isovaleryl | valeryl | 2-methylbutyryl carnitine CAR(5:0),3,[M-N(CH3)3+H],specificity,HPOS-012.3,,263.2660302,4.38776717,187.09703,187.0942235,187.0998365,248.2660302,278.2660302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-013,Lauroylcarnitine CAR(12:0),1,M+H,primary,HPOS-013.1,,234.3662313,3.97,344.28008,344.2749158,344.2852442,219.3662313,249.3662313,343.2722587,C19H37NO4,,,FB01052206,UHPOS-EX001,,,-1.8857,,,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002250,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070062,NA,C02301,147288,168381,(3R)-3-(dodecanoyloxy)-4-(trimethylazaniumyl)butanoate,,77086,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1",FUJLYHJROOYKRA-QGZVFWFLSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-013,Lauroylcarnitine CAR(12:0),2,[(M+1)+H],range,HPOS-013.2,,234.3662313,3.97,345.2834,345.2782207,345.2885793,219.3662313,249.3662313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-013,Lauroylcarnitine CAR(12:0),3,[M+Na],specificity,HPOS-013.3,,234.3662313,3.97,366.26203,366.2565361,366.2675239,219.3662313,249.3662313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-014,Histidine,1,M+H,primary,HPOS-014.1,,369.0356344,6.150593906,156.0773,156.0749588,156.0796412,354.0356344,384.0356344,155.0694765,C6H9N3O2,,,PC00001690,UHPOS-03373;PHPOS-08627,,,-2.1915,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000177,,,,NA,Histidine Metabolism,C00135,6038,6274,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,,15971,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,2a,1,2,X,X,,,,,,,Urine,AA,AIRWAVE_HPOS_ToF07_U23W11_LTR;AIRWAVE_HPOS_ToF07_U23W23_LTR;AIRWAVE_HPOS_ToF07_U23W35_LTR;AIRWAVE_HPOS_ToF07_U23W12_SR;AIRWAVE_HPOS_ToF07_U23W24_SR;AIRWAVE_HPOS_ToF07_U23W36_SR,IS-22:221.57;IS-26:126.64;IS-27:102.28;IS-28:300.40;IS-30:351.18;IS-31:217.16;IS-32:153.84;IS-33:50.75
HPOS-014,Histidine,2,[(M+1)+H],range,HPOS-014.2,,369.0356344,6.150593906,157.07982,157.0774638,157.0821762,354.0356344,384.0356344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPOS-014,Histidine,3,[M-HCOOH+H],specificity,HPOS-014.3,,369.0356344,6.150593906,110.07182,110.0701689,110.0734711,354.0356344,384.0356344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
