CompoundID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,IUPAC,InChI,InChIKey,MSIAnnotationLevel
RNEG-0018,Indoxyl sulfate,1,[M-H]-,RNEG-0018.1,203.7,3.395,212.0023019,211.9991219,212.005482,188.7,218.7,213.0095784,C8H7NO4S,0.2223,Organic sulfuric acids and derivatives,Arylsulfates,Arylsulfates,HMDB0000682,,,,NA,NA,9840,10258,1H-indol-3-yloxidanesulfonic acid,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",BXFFHSIDQOFMLE-UHFFFAOYSA-N,1
RNEG-0019,Inosine,1,[M-H]-,RNEG-0019.1,96.66,1.611,267.073493,267.0694869,267.0774992,81.66,111.66,268.0807695,C10H12N4O5,-1.7698,Purine nucleosides,NA,Purine nucleosides,HMDB0000195,,,,NA,C00294,5799,135398641,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one","InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N,1
RNEG-0021,Methylsuccinic acid,1,[M-H]-,RNEG-0021.1,131.16,2.186,131.0349822,131.0330167,131.0369478,116.16,146.16,132.0422587,C5H8O4,-1.1522,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0001844,,,,NA,NA,9922,10349,2-methylbutanedioic acid,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m0/s1",WXUAQHNMJWJLTG-VKHMYHEASA-N,1
RNEG-0022,N-Acetylglutamine,1,[M-H]-,RNEG-0022.1,58.68,0.978,187.0724304,187.0696244,187.0752365,43.68,73.68,188.0797069,C7H12N2O4,-1.36073,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives,HMDB0006029,,,,NA,NA,19076037,182230,4-carbamoyl-2-acetamidobutanoic acid,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1",KSMRODHGGIIXDV-YFKPBYRVSA-N,1
RNEG-0023,Acetaminophen glucuronide,1,[M-H]-,RNEG-0023.1,115.02,1.917,326.08814,326.0832487,326.0930314,100.02,130.02,327.0954165,C14H17NO8,-1.7034,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,HMDB0010316,,,,NA,NA,75744,83944,"(2S,3S,4S,5R,6S)-6-(4-acetamidophenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid","InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",IPROLSVTVHAQLE-BYNIDDHOSA-N,1
RNEG-0024,Pantothenic acid,1,[M-H]-,RNEG-0024.1,138.84,2.314,218.1033962,218.1001247,218.1066678,123.84,153.84,219.1106727,C9H17NO5,-1.8626,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,HMDB0000210,,,,NA,C00864,963,6613,"3-[(2R)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid","InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,1
RNEG-0025,Acetaminophen sulfate,1,[M-H]-,RNEG-0025.1,135.6,2.26,230.0128666,230.0094165,230.0163168,120.6,150.6,231.0201431,C8H9NO5S,0.0191,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0059911,,,,NA,NA,75741,83939,(4-acetamidophenyl)oxidanesulfonic acid,"InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",IGTYILLPRJOVFY-UHFFFAOYSA-N,1
RNEG-0026,p-Cresol sulfate,1,[M-H]-,RNEG-0026.1,252,4.2,187.0070529,187.0042478,187.0098581,237,267,188.0143294,C7H8O4S,0.01762,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0011635,,,,NA,NA,3806481,4615423,(4-methylphenyl)oxidanesulfonic acid,"InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",WGNAKZGUSRVWRH-UHFFFAOYSA-N,1
RNEG-0027,Dehydroepiandrosterone sulfate,1,[M-H]-,RNEG-0027.1,475.2,7.92,367.1584682,367.1529609,367.1639756,460.2,490.2,368.1657447,C19H28O5S,0.0873,Steroids and steroid derivatives,Sulfated steroids,Sulfated steroids,HMDB0001032,Sterols [ST],Steroid conjugates [ST05],Sulfates [ST0502],LMST05020010,C04555,12074,12594,"[(1S,2R,5S,10R,11S,15S)-2,15-dimethyl-14-oxotetracyclo[8.7.0.0Â²,?.0Â¹Â¹,Â¹?]heptadec-7-en-5-yl]oxidanesulfonic acid","InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/t13-,14-,15-,16-,18-,19-/m0/s1",CZWCKYRVOZZJNM-USOAJAOKSA-N,1
RNEG-0028,Salicylic acid,1,[M-H]-,RNEG-0028.1,328.86,5.481,137.0244176,137.0223623,137.026473,313.86,343.86,138.0316941,C7H6O3,0.5681,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,HMDB0001895,,,,NA,C00805,331,338,2-hydroxybenzoic acid,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,1
RNEG-0029,Succinic acid,1,[M-H]-,RNEG-0029.1,82.2,1.37,117.0193322,117.017577,117.0210875,67.2,97.2,118.0266087,C4H6O4,-1.1522,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,HMDB0000254,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170043,C00042,140973,1110,butanedioic acid,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,1
RNEG-0031,"1,2,3-Propanetricarboxylic acid",1,[M-H]-,RNEG-0031.1,82.8,1.38,175.0248115,175.0221862,175.0274369,67.8,97.8,176.032088,C6H8O6,-1.8724,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0031193,,,,NA,C19806,14220,14925,"propane-1,2,3-tricarboxylic acid","InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KQTIIICEAUMSDG-UHFFFAOYSA-N,1
RNEG-0032,Uric acid,1,[M-H]-,RNEG-0032.1,67.08,1.118,167.0210635,167.0185582,167.0235689,52.08,82.08,168.02834,C5H4N4O3,0.0586,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0000289,,,,NA,C00366,1142,1175,"2,3,6,7,8,9-hexahydro-1H-purine-2,6,8-trione","InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",LEHOTFFKMJEONL-UHFFFAOYSA-N,1
RNEG-0033,Uridine,1,[M-H]-,RNEG-0033.1,82.92,1.382,243.0622596,243.0586137,243.0659056,67.92,97.92,244.0695361,C9H12N2O6,-2.3528,Pyrimidine nucleosides,NA,Pyrimidine nucleosides,HMDB0000296,,,,NA,C00299,5807,6029,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione","InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",DRTQHJPVMGBUCF-XVFCMESISA-N,1
RNEG-0034,D-Gluconic acid,1,[M-H]-,RNEG-0034.1,34.8,0.58,195.0510262,195.0481005,195.053952,19.8,49.8,196.0583027,C6H12O7,-3.1906,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,HMDB0000625,,,,NA,C00257,10240,10690,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid","InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1",RGHNJXZEOKUKBD-SQOUGZDYSA-N,1
RNEG-0035,D-Glucuronic acid,1,[M-H]-,RNEG-0035.1,32.4,0.54,193.0353762,193.0324807,193.0382718,17.4,47.4,194.0426527,C6H10O7,-2.9713,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glucuronic acid derivatives,HMDB0000127,,,,NA,C00191,392615,444791,"(2S,3S,4S,5R,6S)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid","InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6-/m0/s1",AEMOLEFTQBMNLQ-WAXACMCWSA-N,1
RNEG-0036,Aspartic acid,1,[M-H]-,RNEG-0036.1,31.8,0.53,132.0302312,132.0282508,132.0322117,16.8,46.8,133.0375077,C4H7NO4,-2.5204,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,HMDB0000191,,,,NA,C00049,5745,5960,(2S)-2-aminobutanedioic acid,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",CKLJMWTZIZZHCS-REOHCLBHSA-N,1
RNEG-0037,3-(3-hydroxyphenyl)-3-hydroxypropionic acid (HPHPA),1,[M-H]-,RNEG-0037.1,174,2.9,181.0506335,181.0479178,181.0533493,159,189,182.05791,C9H10O4,0.2767,Phenylpropanoic acids,NA,Phenylpropanoic acids,HMDB0002643,,,,NA,NA,93013,102959,,"InChI=1S/C9H10O4/c10-7-3-1-2-6(4-7)8(11)5-9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",KHTAGVZHYUZYMF-UHFFFAOYSA-N ,1
RNEG-0038,"3,7-Dimethyluric acid",1,[M-H]-,RNEG-0038.1,116.4,1.94,195.0523636,195.0494379,195.0552894,101.4,131.4,196.0596401,C7H8N4O3,-1.1244,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001982,,,,NA,C16360,74994,83126,"3,7-dimethyl-2,3,6,7,8,9-hexahydro-1H-purine-2,6,8-trione","InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)11(2)7(14)9-5(3)12/h1-2H3,(H,8,13)(H,9,12,14)",HMLZLHKHNBLLJD-UHFFFAOYSA-N,1
RNEG-0039,Malic acid,1,[M-H]-,RNEG-0039.1,45.12,0.752,133.0142468,133.0122516,133.0162421,30.12,60.12,134.0215233,C4H6O5,-1.7907,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,HMDB0000156,,,,NA,C03668,193317,222656,2-hydroxybutanedioic acid,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1",BJEPYKJPYRNKOW-REOHCLBHSA-N,1
RNEG-0040,Glutamic acid,1,[M-H]-,RNEG-0040.1,32.4,0.54,146.0458813,146.0436907,146.048072,17.4,47.4,147.0531578,C5H9NO4,-2.3763,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,HMDB0003339,,,,NA,C00217,21814,23327,(2R)-2-aminopentanedioic acid,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1",WHUUTDBJXJRKMK-GSVOUGTGSA-N,1
RNEG-0041,3-Hydroxyhippuric acid,1,[M-H]-,RNEG-0041.1,163.98,2.733,194.0458813,194.0429707,194.048792,149,179,195.0531578,C9H9NO4,-0.2849,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0006116,,,,NA,NA,396603,450268,2-[(3-hydroxyphenyl)formamido]acetic acid,"InChI=1S/C9H9NO4/c11-7-3-1-2-6(4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",XDOFWFNMYJRHEW-UHFFFAOYSA-N,1
RNEG-0042,N-Acetylglutamic acid,1,[M-H]-,RNEG-0042.1,80.76,1.346,188.056446,188.0536252,188.0592669,65.76,95.76,189.0637225,C7H11NO5,-1.5972,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,HMDB0001138,,,,NA,C00624,64077,70914,(2S)-2-acetamidopentanedioic acid,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,1
RNEG-0043,Phenylalanine,1,[M-H]-,RNEG-0043.1,123,2.05,164.0717021,164.0692411,164.0741632,108,138,165.0789786,C9H11NO2,-1.0694,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,HMDB0000159,,,,NA,C00079,5910,6140,(2S)-2-amino-3-phenylpropanoic acid,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,1
RNEG-0044,Glutaric acid,1,[M-H]-,RNEG-0044.1,111.6,1.86,131.0349822,131.0330167,131.0369478,96.6,126.6,132.0422587,C5H8O4,-1.0081,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,HMDB0000661,,,,NA,C00489,723,743,pentanedioic acid,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,1
RNEG-0045,N-Acetylneuraminic acid,1,[M-H]-,RNEG-0045.1,37.2,0.62,308.0987035,308.0940821,308.103325,22.2,52.2,309.10598,C11H19NO9,-3.765,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,N-acylneuraminic acids,HMDB0000230,,,,NA,C19910,392810,445063,"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid","InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1",SQVRNKJHWKZAKO-PFQGKNLYSA-N,1
RNEG-0046,Taurine,1,[M-H]-,RNEG-0046.1,31.8,0.53,124.0073876,124.0055275,124.0092478,16.8,46.8,125.0146641,C2H7NO3S,-2.3855,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,HMDB0000251,,,,NA,C00245,1091,1123,2-aminoethane-1-sulfonic acid,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",XOAAWQZATWQOTB-UHFFFAOYSA-N,1
