CompoundID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,IUPAC,InChI,InChIKey,MSIAnnotationLevel
RPOS-0012,Prolylhydroxyproline,1,[M+H]+,RPOS-0012.1,46.08,0.768,229.1182835,229.1148467,229.1217202,31.08,61.08,228.111007,C10H16N2O4,-3.0587,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0006695,,,,,NA,10077215,11902893,"(2S,4R)-4-hydroxy-1-[(2S)-pyrrolidine-2-carbonyl]pyrrolidine-2-carboxylic acid","InChI=1S/C10H16N2O4/c13-6-4-8(10(15)16)12(5-6)9(14)7-2-1-3-11-7/h6-8,11,13H,1-5H2,(H,15,16)/t6-,7+,8+/m1/s1",ONPXCLZMBSJLSP-CSMHCCOUSA-N,1
RPOS-0013,Pipecolic acid,1,[M+H]+,RPOS-0013.1,54.36,0.906,130.0862551,130.0843038,130.0882063,39.36,69.36,129.0789786,C6H11NO2,-1.4061,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0000070,,,,,C00408,826,849,piperidine-2-carboxylic acid,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N,1
RPOS-0014,Phenylacetylglutamine,1,[M+H]+,RPOS-0014.1,217.14,3.619,265.1182835,265.1143067,265.1222602,202.14,232.14,264.111007,C13H16N2O4,-0.62993,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0006344,,,,,C04148,83292,92258,(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoic acid,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1",JFLIEFSWGNOPJJ-JTQLQIEISA-N,1
RPOS-0016,L-Acetylcarnitine CAR(2:0),1,[M+H]+,RPOS-0016.1,58.56,0.976,204.1230345,204.1199726,204.1260963,43.56,73.56,203.115758,C9H17NO4,-3.3267,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000201,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070050,C02571,5406074,7045767,3-(acetyloxy)-4-(trimethylazaniumyl)butanoate,"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1",RDHQFKQIGNGIED-MRVPVSSYSA-N,1
RPOS-0017,N6-Methyladenosine,1,[M+H]+,RPOS-0017.1,123.6,2.06,282.1196805,282.1154487,282.1239122,108.6,138.6,281.112404,C11H15N5O4,-2.2846,Purine nucleosides,NA,Purine nucleosides,HMDB0004044,,,,,NA,92307,102175,,"InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)/t5-,7-,8-,11-/m1/s1",VQAYFKKCNSOZKM-IOSLPCCCSA-N,1
RPOS-0018,1-Methyladenosine,1,[M+H]+,RPOS-0018.1,75.3,1.255,282.1196805,282.1154487,282.1239122,60.3,90.3,281.112404,C11H15N5O4,-2.90333,Purine nucleosides,NA,Purine nucleosides,HMDB0003331,,,,,C02494,17216227,27476,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-(6-imino-1-methyl-6,9-dihydro-1H-purin-9-yl)oxolane-3,4-diol","InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1",GFYLSDSUCHVORB-IOSLPCCCSA-N,1
RPOS-0019,Symmetric dimethylarginine,1,[M+H-CH3NH2]+,RPOS-0019.1,38.4,0.64,172.1080565,172.1054748,172.1106381,23.4,53.4,202.14298,C8H18N4O2,-1.0267,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Arginine and derivatives,HMDB0003334,,,,,NA,147942,169148,"(2S)-2-amino-5-[(N,N'-dimethylcarbamimidoyl)amino]pentanoic acid","InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N,1
RPOS-0020,Niacinamide,1,[M+H]+,RPOS-0020.1,67.14,1.119,123.0552893,123.0534434,123.0571351,52.14,82.14,122.0480128,C6H6N2O,-0.03923,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0001406,,,,,C00153,911,936,pyridine-3-carboxamide,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,1
RPOS-0021,N6-Acetyl-L-lysine,1,[M+H]+,RPOS-0021.1,55.08,0.918,189.1233689,189.120532,189.1262057,40.08,70.08,188.1160924,C8H16N2O3,-1.9554,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000206,,,,,C02727,83801,92832,(2S)-2-amino-6-acetamidohexanoic acid,"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",DTERQYGMUDWYAZ-ZETCQYMHSA-N,1
RPOS-0022,Guanidinosuccinic acid,1,[M+H]+,RPOS-0022.1,35.1,0.585,176.0665823,176.0639413,176.0692233,20.1,50.1,175.0593058,C5H9N3O4,-3.42443,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,HMDB0003157,,,,,C03139,388951,439918,(2S)-2-carbamimidamidobutanedioic acid,"InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/t2-/m0/s1",VVHOUVWJCQOYGG-REOHCLBHSA-N,1
RPOS-0023,N-Acetylasparagine,1,[M+H]+,RPOS-0023.1,46.32,0.772,175.0713333,175.0687072,175.0739593,31.32,61.32,174.0640568,C6H10N2O4,-1.50483,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Asparagine and derivatives,HMDB0006028,,,,,NA,90090,99715,(2S)-3-carbamoyl-2-acetamidopropanoic acid,"InChI=1S/C6H10N2O4/c1-3(9)8-4(6(11)12)2-5(7)10/h4H,2H2,1H3,(H2,7,10)(H,8,9)(H,11,12)/t4-/m0/s1",HXFOXFJUNFFYMO-BYPYZUCNSA-N,1
RPOS-0025,N-alpha-Acetyl-L-arginine,1,[M+H]+,RPOS-0025.1,54.96,0.916,217.1295169,217.1262599,217.1327738,39.96,69.96,216.1222404,C8H16N4O3,-3.00353,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-L-alpha-amino acids,HMDB0004620,,,,,NA,92866,67427,(2S)-5-carbamimidamido-2-acetamidopentanoic acid,"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1",SNEIUMQYRCDYCH-LURJTMIESA-N,1
RPOS-0026,"N2,N2-Dimethylguanosine",1,[M+H]+,RPOS-0026.1,143.22,2.387,312.1302452,312.1255632,312.1349271,128.22,158.22,311.1229687,C12H17N5O5,-2.3188,Purine nucleosides,NA,Purine nucleosides,HMDB0004824,,,,,NA,83878,135501639,,"InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)/t5-,7-,8-,11-/m1/s1",RSPURTUNRHNVGF-IOSLPCCCSA-N,1
RPOS-0027,2-Furoylglycine,1,[M+H]+,RPOS-0027.1,141.66,2.361,170.0447842,170.0422335,170.0473348,126.66,156.66,169.0375077,C7H7NO4,-1.0332,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000439,,,,,NA,20549,21863,2-[(furan-2-yl)formamido]acetic acid,"InChI=1S/C7H7NO4/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)",KSPQDMRTZZYQLM-UHFFFAOYSA-N,1
RPOS-0028,"1,1-Dimethylbiguanide (Metformin)",1,[M+H]+,RPOS-0028.1,40.2,0.67,130.1087219,130.1067702,130.1106735,25.2,55.2,129.1014454,C4H11N5,-2.84316,Organonitrogen compounds,Guanidines,Biguanides,HMDB0001921,,,,,C07151,3949,4091,"1-carbamimidamido-N,N-dimethylmethanimidamide","InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,1
RPOS-0029,Tryptophan,1,[M+H-NH3]+,RPOS-0029.1,165.06,2.751,188.0706041,188.067783,188.0734251,150.06,180.06,204.0898776,C11H12N2O2,-0.8023,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,HMDB0000929,,,,,C00078,6066,6305,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N,1
RPOS-0030,Lysine,1,[M+H]+,RPOS-0030.1,28.08,0.468,147.1128042,147.1105975,147.1150108,13.08,43.08,146.1055277,C6H14N2O2,-2.7345,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000182,,,,,C00047,5747,5962,"(2S)-2,6-diaminohexanoic acid","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KDXKERNSBIXSRK-YFKPBYRVSA-N,1
RPOS-0031,Kynurenine,1,[M+H]+,RPOS-0031.1,121.02,2.017,209.0920688,209.0889324,209.0952051,106.02,136.02,208.0847923,C10H12N2O3,-1.7623,Organooxygen compounds,Carbonyl compounds,Alkyl-phenylketones,HMDB0000684,,,,,C00328,141580,161166,(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",YGPSJZOEDVAXAB-QMMMGPOBSA-N,1
RPOS-0033,Riboflavin,1,[M+H]+,RPOS-0033.1,231.36,3.856,377.1455609,377.1399037,377.151218,216.36,246.36,376.1382844,C17H20N4O6,-1.81776,Pteridines and derivatives,Alloxazines and isoalloxazines,Flavins,HMDB0000244,,,,,C00255,431981,493570,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione","InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",AUNGANRZJHBGPY-SCRDCRAPSA-N,1
RPOS-0034,Indoleacetyl glutamine,1,[M+H]+,RPOS-0034.1,238.02,3.967,304.1291825,304.1246205,304.1337444,223.02,253.02,303.121906,C15H17N3O4,-0.36283,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives,HMDB0013240,,,,,NA,28533316,25200879,4-carbamoyl-2-[2-(1H-indol-3-yl)acetamido]butanoic acid,"InChI=1S/C15H17N3O4/c16-13(19)6-5-12(15(21)22)18-14(20)7-9-8-17-11-4-2-1-3-10(9)11/h1-4,8,12,17H,5-7H2,(H2,16,19)(H,18,20)(H,21,22)",DVJIJAYHBZALOJ-UHFFFAOYSA-N,2
RPOS-0035,Indole-3-acetic-acid-O-glucuronide,1,[M+H]+,RPOS-0035.1,265.14,4.419,352.102693,352.0974114,352.1079745,250.14,280.14,351.0954165,C16H17NO8,-2.0393,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glucuronides,HMDB0060001,,,,,NA,30778504,124202110,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[2-(1H-indol-3-yl)acetyl]oxy}oxane-2-carboxylic acid","InChI=1S/C16H17NO8/c18-10(5-7-6-17-9-4-2-1-3-8(7)9)24-16-13(21)11(19)12(20)14(25-16)15(22)23/h1-4,6,11-14,16-17,19-21H,5H2,(H,22,23)/t11-,12-,13+,14-,16+/m0/s1",BPTLUNCVRGWZSW-JHZZJYKESA-N,2
RPOS-0037,Hippuric acid,1,[M+H]+,RPOS-0037.1,215.04,3.584,180.0655197,180.0628187,180.0682206,200.04,230.04,179.0582432,C9H9NO3,-0.3812,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0000714,,,,,C01586,451,464,2-(phenylformamido)acetic acid,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)",QIAFMBKCNZACKA-UHFFFAOYSA-N,1
RPOS-0038,Glycylproline,1,[M+H]+,RPOS-0038.1,52.56,0.876,173.0920688,173.0894724,173.0946651,37.56,67.56,172.0847923,C7H12N2O3,-2.8127,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0000721,,,,,NA,2282246,79101,1-(2-aminoacetyl)pyrrolidine-2-carboxylic acid,"InChI=1S/C7H12N2O3/c8-4-6(10)9-3-1-2-5(9)7(11)12/h5H,1-4,8H2,(H,11,12)",KZNQNBZMBZJQJO-UHFFFAOYSA-N,1
RPOS-0039,Glutamine,1,[M+H]+,RPOS-0039.1,32.34,0.539,147.0764187,147.0742125,147.0786248,17.34,47.34,146.0691422,C5H10N2O3,-2.13983,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000641,,,,,C00064,718,5961,(2S)-2-amino-4-carbamoylbutanoic acid,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,1
RPOS-0040,Aminoadipic acid,1,[M+H]+,RPOS-0040.1,37.68,0.628,162.0760843,162.0736531,162.0785154,22.68,52.68,161.0688078,C6H11NO4,-2.2322,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000510,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170098,C00956,456,469,2-aminohexanedioic acid,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)",OYIFNHCXNCRBQI-UHFFFAOYSA-N,1
RPOS-0041,Creatine,1,[M+H]+,RPOS-0041.1,36.48,0.608,132.076753,132.0747718,132.0787341,21.48,51.48,131.0694765,C4H9N3O2,-2.65933,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,HMDB0000064,,,,,C00300,566,586,2-(N-methylcarbamimidamido)acetic acid,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CVSVTCORWBXHQV-UHFFFAOYSA-N,1
RPOS-0043,Octenoylcarnitine CAR(8:1),1,[M+H]+,RPOS-0043.1,338.88,5.648,286.2012849,286.1969918,286.2055779,323.88,353.88,285.1940084,C15H27NO4,NA,Fatty Acyls,Fatty acid esters,Acyl carnitines,NA,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],NA,C02301,NA,NA,NA,NA,NA,3
RPOS-0044,Caffeine,1,[M+H]+,RPOS-0044.1,208.92,3.482,195.0876521,195.0847257,195.0905784,193.92,223.92,194.0803756,C8H10N4O2,-2.2593,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001847,,,,,C07481,2424,2519,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione","InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,1
RPOS-0045,Isobutyrylcarnitine CAR(4:0),1,[M+H]+,RPOS-0045.1,144.42,2.407,232.1543347,232.1508523,232.157817,129.42,159.42,231.1470582,C11H21NO4,-3.1826,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000736,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],,C02301,147286,168379,(3R)-3-(2-methylpropanoyloxy)-4-(trimethylazaniumyl)butanoate,"InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1",LRCNOZRCYBNMEP-SECBINFHSA-N,1
RPOS-0046,Atenolol,1,[M+H]+,RPOS-0046.1,147.6,2.46,267.1703191,267.1663115,267.1743266,132.6,162.6,266.1630426,C14H22N2O3,-1.17063,Benzene and substituted derivatives,Phenylacetamides,Phenylacetamides,HMDB0001924,,,,,NA,2162,2249,2-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)acetamide,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N,1
RPOS-0047,Symmetric dimethylarginine | Asymmetric dimethylarginine,1,[M+H]+,RPOS-0047.1,37.8,0.63,203.1502523,203.147205,203.1532995,22.8,52.8,202.1429758,C8H18N4O2,-1.02670 | 0.73553,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Arginine and derivatives,HMDB0003334 | HMDB0001539,,,,,NA | C03626,147942 | 110375,169148 | 123831,"(2S)-2-amino-5-[(E)-N',N''-dimethylcarbamimidamido]pentanoicacid | (2S)-2-amino-5-[(E)-[amino(dimethylamino)methylidene]amino]pentanoicacid","InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1 | InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N | YDGMGEXADBMOMJ-LURJTMIESA-N,1
RPOS-0050,Acetaminophen,1,[M+H]+,RPOS-0050.1,154.5,2.575,152.070605,152.0683239,152.072886,139.5,169.5,151.0633285,C8H9NO2,1.1088,Phenols,1-hydroxy-2-unsubstituted benzenoids,1-hydroxy-2-unsubstituted benzenoids,HMDB0001859,,,,,C06804,1906,1983,N-(4-hydroxyphenyl)acetamide,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,1
RPOS-0051,7-Methylguanine,1,[M+H]+,RPOS-0051.1,75.66,1.261,166.0723364,166.0698453,166.0748274,60.66,90.66,165.0650599,C6H7N5O,-1.17123,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000897,,,,,C02242,10883,135398679,,"InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)",FZWGECJQACGGTI-UHFFFAOYSA-N,1
RPOS-0053,5'-Methylthioadenosine,1,[M+H]+,RPOS-0053.1,165.3,2.755,298.0968366,298.0923651,298.101308,150.3,180.3,297.0895601,C11H15N5O3S,-1.8553,5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,HMDB0001173,,,,,C00170,16739738,149,"(2R,3R,4S,5S)-2-(6-amino-9H-purin-9-yl)-5-[(methylsulfanyl)methyl]oxolane-3,4-diol","InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1",WUUGFSXJNOTRMR-IOSLPCCCSA-N,1
RPOS-0054,5-Methylcytosine,1,[M+H]+,RPOS-0054.1,39.36,0.656,126.0661884,126.0642974,126.0680793,24.36,54.36,125.0589119,C5H7N3O,-0.74951,Diazines,Pyrimidines and pyrimidine derivatives,Hydroxypyrimidines,HMDB0002894,,,,,C02376,58551,65040,"6-amino-5-methyl-1,2-dihydropyrimidin-2-one","InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)",LRSASMSXMSNRBT-UHFFFAOYSA-N,1
