cpdID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,ChEBIID,InChI,InChIKey,MSIAnnotationLevel
RNEG-011,Indolelactic acid,1,M-H,RNEG-011.1,291.84,4.864,204.06607,204.063009,204.069131,276.84,306.84,205.0738932,C11H11NO3,-0.0726,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,HMDB0000671,,,,NA,C02043,83867,92904,NA,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)/t10-/m0/s1",XGILAAMKEQUXLS-JTQLQIEISA-N,1
RNEG-012,4-Hydroxyphenyllactic acid,1,M-H,RNEG-012.1,168.72,2.812,181.05008,181.0473642,181.0527958,153.72,183.72,182.0579088,C9H10O4,-0.2434,Phenylpropanoic acids,,Phenylpropanoic acids,HMDB0000755,,,,NA,C03672,10807549,9378,17385,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",JVGVDSSUAVXRDY-UHFFFAOYSA-N,1
RNEG-013,"2,5-Dihydroxybenzoic acid",1,M-H,RNEG-013.1,189.66,3.161,153.01878,153.0164847,153.0210753,174.66,204.66,154.0266087,C7H6O4,0.6644,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,HMDB0000152,,,,NA,C00628,3350,3469,17189,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",WXTMDXOMEHJXQO-UHFFFAOYSA-N,1
RNEG-014,Guanosine,1,M-H,RNEG-014.1,85.5,1.425,282.08384,282.0796087,282.0880713,70.5,100.5,283.0916686,C10H13N5O5,-2.66263,Purine nucleosides,,Purine nucleosides,HMDB0000133,,,,NA,C00387,6544,135398635,16750,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1",NYHBQMYGNKIUIF-UUOKFMHZSA-N,1
RNEG-015,Histidine,1,M-H,RNEG-015.1,30.9,0.515,154.06165,154.0593391,154.0639609,15.9,45.9,155.0694765,C6H9N3O2,-2.1915,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000177,,,,NA,C00135,6038,6274,15971,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,1
RNEG-016,Hypoxanthine,1,M-H,RNEG-016.1,71.94,1.199,135.03069,135.0286645,135.0327155,56.94,86.94,136.0385108,C5H4N4O,-0.134,Imidazopyrimidines,Purines and purine derivatives,Hypoxanthines,HMDB0000157,,,,NA,C00262,768,135398638,17368,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,1
RNEG-017,Ibuprofen acyl glucuronide,1,M-H,RNEG-017.1,517.38,8.623,381.15494,381.1492227,381.1606573,502.38,532.38,382.1627678,C19H26O8,-1.7769,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glucuronides,HMDB0060919,,,,NA,NA,143793,163959,NA,"InChI=1S/C19H26O8/c1-9(2)8-11-4-6-12(7-5-11)10(3)18(25)27-19-15(22)13(20)14(21)16(26-19)17(23)24/h4-7,9-10,13-16,19-22H,8H2,1-3H3,(H,23,24)/t10-,13-,14-,15+,16-,19-/m0/s1",ABOLXXZAJIAUGR-LEBSGKMFSA-N,1
RNEG-018,Indoxyl sulfate,1,M-H,RNEG-018.1,203.7,3.395,212.00175,211.99857,212.00493,188.7,218.7,213.0095784,C8H7NO4S,0.2223,Organic sulfuric acids and derivatives,Arylsulfates,Arylsulfates,HMDB0000682,,,,NA,NA,9840,10258,43355,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)",BXFFHSIDQOFMLE-UHFFFAOYSA-N,1
RNEG-019,Inosine,1,M-H,RNEG-019.1,96.66,1.611,267.07294,267.0689339,267.0769461,81.66,111.66,268.0807695,C10H12N4O5,-1.7698,Purine nucleosides,,Purine nucleosides,HMDB0000195,,,,NA,C00294,5799,135398641,17596,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1",UGQMRVRMYYASKQ-KQYNXXCUSA-N,1
RNEG-020,Tyrosine,1,M-H,RNEG-020.1,82.5,1.375,180.06607,180.063369,180.068771,67.5,97.5,181.0738932,C9H11NO3,-0.9731,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0000158,,,,NA,C00082,5833,6057,17895,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,1
RNEG-021,Methylsuccinic acid,1,M-H,RNEG-021.1,131.16,2.186,131.03443,131.0324645,131.0363955,116.16,146.16,132.0422587,C5H8O4,-1.1522,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0001844,,,,NA,NA,9922,10349,91316,"InChI=1S/C5H8O4/c1-3(5(8)9)2-4(6)7/h3H,2H2,1H3,(H,6,7)(H,8,9)/t3-/m0/s1",WXUAQHNMJWJLTG-VKHMYHEASA-N,1
RNEG-022,N-Acetylglutamine,1,M-H,RNEG-022.1,58.68,0.978,187.07188,187.0690739,187.0746861,43.68,73.68,188.0797069,C7H12N2O4,-1.36073,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamine and derivatives,HMDB0006029,,,,NA,NA,19076037,182230,21553,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1",KSMRODHGGIIXDV-YFKPBYRVSA-N,1
RNEG-023,Acetaminophen glucuronide,1,M-H,RNEG-023.1,115.02,1.917,326.08759,326.0826987,326.0924813,100.02,130.02,327.0954165,C14H17NO8,-1.7034,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Phenolic glycosides,HMDB0010316,,,,NA,NA,75744,83944,32636,"InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1",IPROLSVTVHAQLE-BYNIDDHOSA-N,1
RNEG-024,Pantothenic acid,1,M-H,RNEG-024.1,138.84,2.314,218.10285,218.0995785,218.1061215,123.84,153.84,219.1106727,C9H17NO5,-1.8626,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,HMDB0000210,,,,NA,C00864,963,6613,46905,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,1
RNEG-025,Acetaminophen sulfate,1,M-H,RNEG-025.1,135.6,2.26,230.01232,230.0088698,230.0157702,120.6,150.6,231.0201431,C8H9NO5S,0.0191,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0059911,,,,NA,NA,75741,83939,32635,"InChI=1S/C8H9NO5S/c1-6(10)9-7-2-4-8(5-3-7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",IGTYILLPRJOVFY-UHFFFAOYSA-N,1
RNEG-026,p-Cresol sulfate,1,M-H,RNEG-026.1,252,4.2,187.0065,187.0036949,187.0093051,237,267,188.0143294,C7H8O4S,0.01762,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0011635,,,,NA,NA,3806481,4615423,82914,"InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)",WGNAKZGUSRVWRH-UHFFFAOYSA-N,1
RNEG-027,Dehydroepiandrosterone sulfate,1,M-H,RNEG-027.1,475.2,7.92,367.15792,367.1524126,367.1634274,460.2,490.2,368.1657447,C19H28O5S,0.0873,Steroids and steroid derivatives,Sulfated steroids,Sulfated steroids,HMDB0001032,Sterols [ST],Steroid conjugates [ST05],Sulfates [ST0502],LMST05020010,C04555,12074,12594,16814,"InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/t13-,14-,15-,16-,18-,19-/m0/s1",CZWCKYRVOZZJNM-USOAJAOKSA-N,1
RNEG-028,Salicylic acid,1,M-H,RNEG-028.1,328.86,5.481,137.02387,137.0218146,137.0259254,313.86,343.86,138.0316941,C7H6O3,0.5681,Benzene and substituted derivatives,Benzoic acids and derivatives,Salicylic acids,HMDB0001895,,,,NA,C00805,331,338,16914,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,1
RNEG-029,Succinic acid,1,M-H,RNEG-029.1,82.2,1.37,117.01878,117.0170247,117.0205353,67.2,97.2,118.0266087,C4H6O4,-1.1522,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,HMDB0000254,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170043,C00042,140973,1110,15741,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,1
RNEG-030,Theophylline,1,M-H,RNEG-030.1,165.36,2.756,179.0569,179.0542141,179.0595859,150.36,180.36,180.0647255,C7H8N4O2,-2.1149,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001889,,,,NA,C07130,2068,2153,28177,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,1
RNEG-031,"1,2,3-Propanetricarboxylic acid",1,M-H,RNEG-031.1,82.8,1.38,175.02426,175.0216346,175.0268854,67.8,97.8,176.032088,C6H8O6,-1.8724,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,HMDB0031193,,,,NA,C19806,14220,14925,45969,"InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KQTIIICEAUMSDG-UHFFFAOYSA-N,1
RNEG-032,Uric acid,1,M-H,RNEG-032.1,67.08,1.118,167.02051,167.0180047,167.0230153,52.08,82.08,168.02834,C5H4N4O3,0.0586,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0000289,,,,NA,C00366,1142,1175,17775,"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)",LEHOTFFKMJEONL-UHFFFAOYSA-N,1
RNEG-033,Uridine,1,M-H,RNEG-033.1,82.92,1.382,243.06171,243.0580641,243.0653559,67.92,97.92,244.0695361,C9H12N2O6,-2.3528,Pyrimidine nucleosides,,Pyrimidine nucleosides,HMDB0000296,,,,NA,C00299,5807,6029,16704,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",DRTQHJPVMGBUCF-XVFCMESISA-N,1
RNEG-034,D-Gluconic acid,1,M-H,RNEG-034.1,34.8,0.58,195.05048,195.0475542,195.0534058,19.8,49.8,196.0583027,C6H12O7,-3.1906,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,HMDB0000625,,,,NA,C00257,10240,10690,33198,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1",RGHNJXZEOKUKBD-SQOUGZDYSA-N,1
RNEG-035,D-Glucuronic acid,1,M-H,RNEG-035.1,32.4,0.54,193.03483,193.0319345,193.0377255,17.4,47.4,194.0426527,C6H10O7,-2.9713,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glucuronic acid derivatives,HMDB0000127,,,,NA,C00191,392615,444791,42717,"InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6-/m0/s1",AEMOLEFTQBMNLQ-WAXACMCWSA-N,1
RNEG-036,Aspartic acid,1,M-H,RNEG-036.1,31.8,0.53,132.02968,132.0276996,132.0316604,16.8,46.8,133.0375077,C4H7NO4,-2.5204,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Aspartic acid and derivatives,HMDB0000191,,,,NA,C00049,5745,5960,17053,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",CKLJMWTZIZZHCS-REOHCLBHSA-N,1
RNEG-037,3-(3-hydroxyphenyl)-3-hydroxypropionic acid (HPHPA),1,M-H,RNEG-037.1,174,2.9,181.05008,181.0473642,181.0527958,159,189,182.05791,C9H10O4,0.2767,Phenylpropanoic acids,,Phenylpropanoic acids,HMDB0002643,,,,NA,NA,93013,102959,86369,"InChI=1S/C9H10O4/c10-7-3-1-2-6(4-7)8(11)5-9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",KHTAGVZHYUZYMF-UHFFFAOYSA-N ,1
RNEG-038,"3,7-Dimethyluric acid",1,M-H,RNEG-038.1,116.4,1.94,195.05182,195.0488942,195.0547458,101.4,131.4,196.0596401,C7H8N4O3,-1.1244,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001982,,,,NA,C16360,74994,83126,68531,"InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)11(2)7(14)9-5(3)12/h1-2H3,(H,8,13)(H,9,12,14)",HMLZLHKHNBLLJD-UHFFFAOYSA-N,1
RNEG-039,Malic acid,1,M-H,RNEG-039.1,45.12,0.752,133.0137,133.0117048,133.0156952,30.12,60.12,134.0215233,C4H6O5,-1.7907,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,HMDB0000156,,,,NA,C03668,193317,222656,30797,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1",BJEPYKJPYRNKOW-REOHCLBHSA-N,1
RNEG-040,Glutamic acid,1,M-H,RNEG-040.1,32.4,0.54,146.04533,146.0431393,146.0475207,17.4,47.4,147.0531578,C5H9NO4,-2.3763,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,HMDB0003339,,,,NA,C00217,21814,23327,15966,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1",WHUUTDBJXJRKMK-GSVOUGTGSA-N,1
RNEG-041,3-Hydroxyhippuric acid,1,M-H,RNEG-041.1,164,2.733333333,194.04533,194.0424193,194.0482407,149,179,195.0531578,C9H9NO4,-0.2849,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0006116,,,,NA,NA,396603,450268,70824,"InChI=1S/C9H9NO4/c11-7-3-1-2-6(4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",XDOFWFNMYJRHEW-UHFFFAOYSA-N,1
RNEG-042,N-acetylglutamic acid,1,M-H,RNEG-042.1,80.76,1.346,188.0559,188.0530792,188.0587208,65.76,95.76,189.0637225,C7H11NO5,-1.5972,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,HMDB0001138,,,,NA,C00624,64077,70914,17533,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,1
RNEG-043,Phenylalanine,1,M-H,RNEG-043.1,123,2.05,164.07115,164.0686889,164.0736111,108,138,165.0789786,C9H11NO2,-1.0694,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,HMDB0000159,,,,NA,C00079,5910,6140,17295,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,1
RNEG-044,Glutaric acid,1,M-H,RNEG-044.1,111.6,1.86,131.03443,131.0324645,131.0363955,96.6,126.6,132.0422587,C5H8O4,-1.0081,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,HMDB0000661,,,,NA,C00489,723,743,17859,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,1
RNEG-045,N-Acetylneuraminic acid,1,M-H,RNEG-045.1,37.2,0.62,308.09816,308.0935385,308.1027815,22.2,52.2,309.10598,C11H19NO9,-3.765,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,N-acylneuraminic acids,HMDB0000230,,,,NA,C19910,392810,445063,45744,"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1",SQVRNKJHWKZAKO-PFQGKNLYSA-N,1
RNEG-046,Taurine,1,M-H,RNEG-046.1,31.8,0.53,124.00684,124.0049799,124.0087001,16.8,46.8,125.0146641,C2H7NO3S,-2.3855,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,HMDB0000251,,,,NA,C00245,1091,1123,15891,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",XOAAWQZATWQOTB-UHFFFAOYSA-N,1
RNEG-047,Quinic acid,1,M-H,RNEG-047.1,39,0.65,191.0561135,191.0532477,191.0589794,24,54,192.06339,C7H12O6,-2.4096,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,HMDB0003072,,,,NA,C00296,10246715,6508,17521,"InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1",AAWZDTNXLSGCEK-WYWMIBKRSA-N,1
RNEG-048,Xanthine,1,M-H,RNEG-048.1,78.6,1.31,151.0256,151.0233346,151.0278654,63.6,93.6,152.03343,C5H4N4O2,-0.0377,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0000292,,,,NA,C00385,1151,1188,17712,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N,1
RNEG-049,4-Hydroxyhippuric acid,1,M-H,RNEG-049.1,147,2.45,194.04533,194.0424193,194.0482407,132,162,195.0531578,C9H9NO4,-0.7759,Benzene and substituted derivatives,Benzoic acids and derivatives,Hippuric acids,HMDB0013678,,,,NA,NA,133104,151012,71018,"InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",ZMHLUFWWWPBTIU-UHFFFAOYSA-N,1
RNEG-050,Tartric acid,1,M-H,RNEG-050.1,37.2,0.62,149.00861,149.0063749,149.0108451,22.2,52.2,150.0164379,C4H6O6,-2.4292,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,HMDB0000956,,,,NA,C0089,392277,444305,15671,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1",FEWJPZIEWOKRBE-JCYAYHJZSA-N,1
RNEG-051,Pyroglutamic acid,1,M-H,RNEG-051.1,75,1.25,128.03477,128.0328495,128.0366905,60,90,129.0425931,C5H7NO3,-1.0211,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,HMDB0000267,,,,NA,C01879,7127,7405,18183,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1",ODHCTXKNWHHXJC-VKHMYHEASA-N,1
