cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPRDKit,logPALOGPS,logPChemAxon,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
RPOS-004,Trigonelline,2,[(M+1)+H],range,RPOS-004.2,,37.26,0.621,139.05861,139.0565241,139.0606959,22.26,52.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-004,Trigonelline,3,2M+Na,specificity,RPOS-004.3,,37.26,0.621,297.08513,297.0806737,297.0895863,22.26,52.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-005,Theobromine,1,M+H,primary,RPOS-005.1,,145.14,2.419,181.07255,181.0698339,181.0752661,130.14,160.14,180.0647255,C7H8N4O2,,,IROA_P04W48,URPOS-02596,,,-1.2207,,,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0002825,,,,,Xanthine Metabolism,C07480,5236,5429,"3,7-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",83-67-0,28946,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",YAPQBXQYLJRXSA-UHFFFAOYSA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-005,Theobromine,2,[(M+1)+H],range,RPOS-005.2,,145.14,2.419,163.0618,163.0593541,163.0642459,130.14,160.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-005,Theobromine,3,[M-CONH+H],specificity,RPOS-005.3,,145.14,2.419,138.06674,138.064669,138.068811,130.14,160.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-006,S-Adenosylhomocysteine,1,M+H,primary,RPOS-006.1,,84.24,1.404,385.12941,385.1236331,385.1351869,69.24,99.24,384.1215885,C14H20N6O5S,,,IROA_P03W59,URPOS-01415,,,-3.6555,,,5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,5'-deoxy-5'-thionucleosides,HMDB0000939,,,,,"Methionine, Cysteine, SAM and Taurine Metabolism",C00021,388301,439155,"(2S)-2-amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}sulfanyl)butanoic acid",979-92-0,16680,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",ZJUKTBDSGOFHSH-WFMPWKQPSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-006,S-Adenosylhomocysteine,2,[(M+1)+H],range,RPOS-006.2,,84.24,1.404,386.1319,386.126108,386.137692,69.24,99.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-007,Pyridoxine,1,M+H,primary,RPOS-007.1,,75.96,1.266,170.08172,170.0791688,170.0842712,60.96,90.96,169.0738932,C8H11NO3,,,IROA_P01W80,URPOS-01241,,,-0.10068,,,Pyridines and derivatives,Pyridoxines,Pyridoxines,HMDB0000239,,,,,Vitamin B6 metabolism,C00314,1025,1054,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",65-23-6,16709,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,2a,1,4,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-007,Pyridoxine,2,[(M+1)+H],range,RPOS-007.2,,75.96,1.266,171.08488,171.0823137,171.0874463,60.96,90.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-007,Pyridoxine,3,[M-H2O+H],specificity,RPOS-007.3,,75.96,1.266,152.07115,152.0688689,152.0734311,60.96,90.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-008,Pseudouridine,1,M+H,primary,RPOS-008.1,,56.94,0.949,245.07736,245.0736838,245.0810362,41.94,71.94,244.0695361,C9H12N2O6,,,COIN-0008,URPOS-00877,,,-1.4807,,,Nucleoside and nucleotide analogues,,Nucleoside and nucleotide analogues,HMDB0000767,,,,,"Pyrimidine Metabolism, Uracil containing",C02067,14319,15047,"5-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione",1445-07-4,17802,"InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1",PTJWIQPHWPFNBW-GBNDHIKLSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-008,Pseudouridine,2,[(M+1)+H],range,RPOS-008.2,,56.94,0.949,246.08035,246.0766588,246.0840412,41.94,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-008,Pseudouridine,3,[M-2H2O+H],specificity,RPOS-008.3,,56.94,0.949,209.05623,209.0530942,209.0593658,41.94,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-008,Pseudouridine,4,[M-3H2O+H],specificity,RPOS-008.4,,56.94,0.949,191.04567,191.0428043,191.0485357,41.94,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-009,L-prolyl-L-proline,1,M+H,primary,RPOS-009.1,,85.98,1.433,213.12392,213.1207231,213.1271169,70.98,100.98,212.1160924,C10H16N2O3,,,BioLog_PM7W47,URPOS-01465,,,-2.4202,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0011180,,,,,NA,NA,9797341,11622593,1-(pyrrolidine-2-carbonyl)pyrrolidine-2-carboxylic acid,,73646,"InChI=1S/C10H16N2O3/c13-9(7-3-1-5-11-7)12-6-2-4-8(12)10(14)15/h7-8,11H,1-6H2,(H,14,15)/t7-,8-/m0/s1",RWCOTTLHDJWHRS-YUMQZZPRSA-N,2a,1,7,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-009,L-prolyl-L-proline,2,[(M+1)+H],range,RPOS-009.2,,85.98,1.433,214.12694,214.1237281,214.1301519,70.98,100.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-010,Propionylcarnitine CAR(3:0),1,M+H,primary,RPOS-010.1,,98.28,1.638,218.13923,218.1359579,218.1425021,83.28,113.28,217.1314081,C10H19NO4,,,FB01052196,URPOS-01709,,,-3.1826,,,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000824,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070005,Fatty Acid Metabolism (also BCAA Metabolism),C03017,96904,107738,3-(propanoyloxy)-4-(trimethylazaniumyl)butanoate,17298-37-2,53210,"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1",UFAHZIUFPNSHSL-MRVPVSSYSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-010,Propionylcarnitine CAR(3:0),2,[(M+1)+H],range,RPOS-010.2,,98.28,1.638,219.14246,219.1391729,219.1457471,83.28,113.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-010,Propionylcarnitine CAR(3:0),3,M+Na,specificity,RPOS-010.3,,98.28,1.638,240.12118,240.1175782,240.1247818,83.28,113.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-011,Proline betaine,1,M+H,primary,RPOS-011.1,Can be saturated,41.04,0.684,144.10245,144.1002885,144.1046115,26.04,56.04,143.0946287,C7H13NO2,,,in house,URPOS-00503,,,-2.6239,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,HMDB0004827,,,,,NA,C10172,103115,115244,"(2S)-1,1-dimethylpyrrolidin-1-ium-2-carboxylate",471-87-4,35280,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",CMUNUTVVOOHQPW-LURJTMIESA-N,2a,1,2,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-011,Proline betaine,2,[(M+1)+H],range,RPOS-011.2,,41.04,0.684,145.10559,145.1034134,145.1077666,26.04,56.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-011,Proline betaine,3,M+Na,specificity,RPOS-011.3,,41.04,0.684,166.0844,166.0819087,166.0868913,26.04,56.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-012,Prolylhydroxyproline,1,M+H,primary,RPOS-012.1,,46.08,0.768,229.11883,229.1153932,229.1222668,31.08,61.08,228.111007,C10H16N2O4,,,BioLog_PM7W44,URPOS-00637,,,-3.0587,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Dipeptides,HMDB0006695,,,,,NA,NA,10077215,11902893,"(2S,4R)-4-hydroxy-1-[(2S)-pyrrolidine-2-carbonyl]pyrrolidine-2-carboxylic acid",18684-24-7,74767,"InChI=1S/C10H16N2O4/c13-6-4-8(10(15)16)12(5-6)9(14)7-2-1-3-11-7/h6-8,11,13H,1-5H2,(H,15,16)/t6-,7+,8+/m1/s1",ONPXCLZMBSJLSP-CSMHCCOUSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-012,Prolylhydroxyproline,2,[(M+1)+H],range,RPOS-012.2,,46.08,0.768,230.12186,230.1184082,230.1253118,31.08,61.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-012,Prolylhydroxyproline,3,[M-C5H7NO+H],specificity,RPOS-012.3,,46.08,0.768,132.06607,132.064089,132.068051,31.08,61.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-013,Pipecolic acid,1,M+H,primary,RPOS-013.1,"in blood profiling, pipecolic acid annotation corresponds to the earlier eluting peak, at ca. 0.9 min, if two peaks are picked up in this RT window",54.36,0.906,130.0868,130.0848487,130.0887513,39.36,69.36,129.0789786,C6H11NO2,,,IROA_P01W35,URPOS-00809,,,-1.4061,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0000070,,,,,Lysine Metabolism,C00408,826,849,piperidine-2-carboxylic acid,,17964,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N,2a,1,6,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-013,Pipecolic acid,2,[(M+1)+H],range,RPOS-013.2,,54.36,0.906,131.0899,131.0879337,131.0918663,39.36,69.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-013,Pipecolic acid,3,M+Na,specificity,RPOS-013.3,,54.36,0.906,152.06875,152.066469,152.071031,39.36,69.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-014,Phenylacetylglutamine,1,M+H,primary,RPOS-014.1,Can be saturated,217.14,3.619,265.11883,265.1148532,265.1228068,202.14,232.14,264.111007,C13H16N2O4,,,FB01052179,URPOS-03808,,,-0.62993,,,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0006344,,,,,Phenylalanine metabolism,C04148,83292,92258,(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoic acid,28047-15-6,17884,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1",JFLIEFSWGNOPJJ-JTQLQIEISA-N,2a,1,3,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-014,Phenylacetylglutamine,2,[(M+1)+H],range,RPOS-014.2,,217.14,3.619,266.12193,266.1179382,266.1259218,202.14,232.14,,,,,,URPOS-03802,,,,,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-014,Phenylacetylglutamine,3,2M+Na,specificity,RPOS-014.3,,217.14,3.619,551.21178,551.2035118,551.2200482,202.14,232.14,,,,,,URPOS-03792,,,,,,,,,,,,,,,,,,,,,,,,,3,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-014,Phenylacetylglutamine,4,[M-NH3+H],specificity,RPOS-014.4,,217.14,3.619,248.09228,248.0885586,248.0960014,202.14,232.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-015,Pantothenic acid,1,M+H,primary,RPOS-015.1,,141.06,2.351,220.1185,220.1151982,220.1218018,126.06,156.06,219.1106727,C9H17NO5,,,PC00002462,URPOS-02487,,,-1.8626,,,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,HMDB0000210,,,,,Pantothenate and CoA Metabolism,C00864,963,6613,"3-(2,4-dihydroxy-3,3-dimethylbutanamido)propanoic acid",79-83-4,46905,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,2a,1,1,X,,,,,,,,Urine,AA,AIRWAVE_RPOS_ToF04_U19W11_LTR;AIRWAVE_RPOS_ToF04_U19W23_LTR;AIRWAVE_RPOS_ToF04_U19W35_LTR;AIRWAVE_RPOS_ToF04_U19W12_SR;AIRWAVE_RPOS_ToF04_U19W24_SR;AIRWAVE_RPOS_ToF04_U19W36_SR,IS-14:32.28;IS-18:34.44;IS-19:33.29;IS-20:164.79;IS-21:51.37;IS-22:124.83;IS-23:212.59;IS-24:86.69;IS-34:91.04
RPOS-015,Pantothenic acid,2,[(M+1)+H],range,RPOS-015.2,,141.06,2.351,221.12171,221.1183932,221.1250268,126.06,156.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPOS-015,Pantothenic acid,3,[M-H2O+H],specificity,RPOS-015.3,,141.06,2.351,202.10793,202.1048984,202.1109616,126.06,156.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
