cpdID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,ChEBIID,InChI,InChIKey,MSIAnnotationLevel
HPOS-011,Glutarylcarnitine CAR(5:0-DC),1,M+H,HPOS-011.1,306.2183852,5.103639754,276.14471,276.1405678,276.1488522,291.2183852,321.2183852,275.1368874,C12H21NO6,-3.7587,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Acyl carnitines,HMDB0013130,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070091,C02301,34448634,71464488,73040,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)",NXJAXUYOQLTISD-UHFFFAOYSA-N,1
HPOS-012,Isovaleryl | valeryl | 2-methylbutyrylcarnitine CAR(5:0),1,M+H,HPOS-012.1,263.2660302,4.38776717,246.17053,246.1668374,246.1742226,248.2660302,278.2660302,245.1627082,C12H23NO4,-0.2095 | -0.0654 | -0.2095,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000688 | HMDB0013128 | HMDB0000378,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070076 | LMFA07070111 | LMFA07070034,C02301,4932271 | 17353685 | 4932320,6426851 | 16226475 | 6426901,73025 | 86050 | 73026,"InChI=1S/C12H23NO4/c1-9(2)6-12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3 | InChI=1S/C12H23NO4/c1-5-6-7-12(16)17-10(8-11(14)15)9-13(2,3)4/h10H,5-9H2,1-4H3/t10-/m1/s1 | InChI=1S/C12H23NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3", IGQBPDJNUXPEMT-UHFFFAOYSA-N | VSNFQQXVMPSASB-SNVBAGLBSA-N | IHCPDBBYTYJYIL-UHFFFAOYSA-N ,1
HPOS-013,Lauroylcarnitine CAR(12:0),1,M+H,HPOS-013.1,234.3662313,3.97,344.28008,344.2749158,344.2852442,219.3662313,249.3662313,343.2722587,C19H37NO4,-1.8857,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0002250,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070062,C02301,147288,168381,77086,"InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1",FUJLYHJROOYKRA-QGZVFWFLSA-N,1
HPOS-014,Histidine,1,M+H,HPOS-014.1,369.0356344,6.150593906,156.0773,156.0749588,156.0796412,354.0356344,384.0356344,155.0694765,C6H9N3O2,-2.1915,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Histidine and derivatives,HMDB0000177,,,,NA,C00135,6038,6274,15971,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,1
HPOS-015,N1-Acetylspermidine,1,M+H,HPOS-015.1,359.4974317,5.991623862,188.17629,188.1734674,188.1791126,344.4974317,374.4974317,187.1684623,C9H21N3O,-2.3502,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,HMDB0001276,,,,NA,C00612,110264,496,17927,"InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)",MQTAVJHICJWXBR-UHFFFAOYSA-N,2
HPOS-016,"N6,N6,N6-Trimethyl-L-lysine",1,M+H,HPOS-016.1,369.7726217,6.162877028,189.1603,189.1574626,189.1631374,354.7726217,384.7726217,188.1524779,C9H20N2O2,-3.7023,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0001325,,,,NA,C03793,11312298,440121,165870,"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/t8-/m0/s1",MXNRLFUSFKVQSK-QMMMGPOBSA-N,1
HPOS-017,Nicotinamide N-oxide,1,M+H,HPOS-017.1,120.9505514,2.015842524,139.05075,139.0486642,139.0528358,105.9505514,135.9505514,138.0429274,C6H6N2O2,-0.80083,Pyridines and derivatives ,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0002730,,,,NA,NA,65522,72661,89640,"InChI=1S/C6H6N2O2/c7-6(9)5-2-1-3-8(10)4-5/h1-4H,(H2,7,9)",USSFUVKEHXDAPM-UHFFFAOYSA-N,1
HPOS-018,Octanoylcarnitine CAR(C8:0),1,M+H,HPOS-018.1,248.0209346,4.133682244,288.21748,288.2131567,288.2218033,233.0209346,263.0209346,287.2096584,?C15H29NO4,-2.4621,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000791,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070002,C02838,10128115,11953814,18102,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1",CXTATJFJDMJMIY-CYBMUJFWSA-N,1
HPOS-019,Palmitoylcarnitine CAR(C16:0),1,M+H,HPOS-019.1,226.6914137,3.778190228,400.34268,400.3366749,400.3486851,211.6914137,241.6914137,399.3348589,C23H45NO4,-1.3093,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000222,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070004,C02990,10128117,11953816,17490,"InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1",XOMRRQXKHMYMOC-OAQYLSRUSA-N,1
HPOS-020,Proline Betaine,1,M+H,HPOS-020.1,294.7894817,4.913158029,144.10245,144.1002885,144.1046115,279.7894817,309.7894817,143.0946287,C7H13NO2,-2.6239,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,HMDB0004827,,,,NA,C10172,103115,115244,35280,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",CMUNUTVVOOHQPW-LURJTMIESA-N,1
HPOS-021,Propionylcarnitine CAR(3:0),1,M+H,HPOS-021.1,289.161334,4.819355567,218.13923,218.1359579,218.1425021,274.161334,304.161334,217.1314081,?C10H19NO4,-3.1826,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000824,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070005,C03017,96904,107738,53210,"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3/t8-/m1/s1",UFAHZIUFPNSHSL-MRVPVSSYSA-N,1
HPOS-022,Stearoylcarnitine CAR(18:0),1,M+H,HPOS-022.1,223.4960129,3.74,428.37398,428.3675544,428.3804056,208.4960129,238.4960129,427.3661591,C25H49NO4,-1.0211,Fatty Acyls,Fatty acid esters,Acyl carnitines,HMDB0000848,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],LMFA07070008,C02301,113603366,52922056,84644,"InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3/t23-/m1/s1",FNPHNLNTJNMAEE-HSZRJFAPSA-N,1
HPOS-023,Taurine,1,M+H,HPOS-023.1,156.5379615,2.608966025,126.0219403,126.0200499,126.0238306,141.5379615,171.5379615,125.0146638,C2H7NO3S,-2.3855,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,HMDB0000251,,,,NA,C00245,1091,1123,15891,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)",XOAAWQZATWQOTB-UHFFFAOYSA-N,1
HPOS-024,Paraxanthine,1,M+H,HPOS-024.1,56.87811426,0.947968571,181.07255,181.0698339,181.0752661,41.87811426,71.87811426,180.0647255,C7H8N4O2,-1.2207,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001860,,,,NA,C13747,4525,4687,25858,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)",QUNWUDVFRNGTCO-UHFFFAOYSA-N,1
HPOS-025,Trigonelline,1,M+H,HPOS-025.1,290.9983559,4.849972598,138.0555,138.0534292,138.0575708,275.9983559,305.9983559,137.0476785,C7H7NO2,-1.9864,NA,NA,Alkaloids and derivatives,HMDB0000875,,,,NA,C01004,5369,5570,18123,"InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3",WWNNZCOKKKDOPX-UHFFFAOYSA-N,1
HPOS-026,Trimethylaminoacetone,1,M+,HPOS-026.1,210.5393385,3.508988976,116.10754,116.1057984,116.1092816,195.5393385,225.5393385,116.1075391,C6H14NO,-1.4404,Organooxygen compounds,Carbonyl compounds,Alpha-amino ketones,HMDB0012296,,,,NA,NA,133796,151806,166498,"InChI=1S/C6H14NO/c1-6(8)5-7(2,3)4/h5H2,1-4H3/q+1",LFWNPKYGVKNNAB-UHFFFAOYSA-N,1
HPOS-027,Betaine,1,M+H,HPOS-027.1,286.9748177,4.782913628,118.0868,118.0850287,118.0885713,271.9748177,301.9748177,117.0789786,C5H11NO2,-2.9105,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0000043,,,,NA,C00719,242,247,17750,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,1
HPOS-028,N-Acetylputrescine,1,M+H,HPOS-028.1,264.0727303,4.401212172,131.11844,131.1164732,131.1204068,249.0727303,279.0727303,130.1106131,C6H14N2O,-1.3777,Carboximidic acids and derivatives,Carboximidic acids,Carboximidic acids,HMDB0002064,,,,NA,C02714,109095,122356,17768,"InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)",KLZGKIDSEJWEDW-UHFFFAOYSA-N,1
HPOS-029,4-Trimethylammoniobutanoic acid (deoxycarnitine),1,M+,HPOS-029.1,294.5094489,4.908490814,146.1181,146.1159082,146.1202918,279.5094489,309.5094489,146.1181038,C7H16NO2,-2.6223,Fatty Acyls,Fatty acids and conjugates,Straight chain fatty acids,HMDB0001161,,,,NA,C01181,705,134,16244,"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3",JHPNVNIEXXLNTR-UHFFFAOYSA-N,1
HPOS-030,Homoarginine,1,M+H,HPOS-030.1,355.4222297,5.923703829,189.13515,189.132313,189.137987,340.4222297,370.4222297,188.1273258,C7H16N4O2,-3.63853,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000670,,,,NA,C01924,8732,9085,27747,"InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1",QUOGESRFPZDMMT-YFKPBYRVSA-N,1
HPOS-031,Warfarin,1,M+H,HPOS-031.1,40.36977092,0.672829515,309.11268,309.1080433,309.1173167,25.36977092,55.36977092,308.10486,C19H16O4,2.0323,Coumarins and derivatives,Hydroxycoumarins,4-hydroxycoumarins,HMDB0001935,,,,NA,C01541,10442445,54678486,87732,"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",PJVWKTKQMONHTI-UHFFFAOYSA-N,1
HPOS-032,Biliverdin,1,M+H,HPOS-032.1,43.89060975,0.731510162,583.25566,583.2469112,583.2644088,28.89060975,58.89060975,582.2478348,C33H34N4O6,1.51392,Tetrapyrroles and derivatives,Bilirubins,Bilirubins,HMDB0001008,,,,NA,C00500,10628548,5280353,17033,"InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,35H,1-2,9-12H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b26-13-,27-14-,28-15-",QBUVFDKTZJNUPP-BBROENKCSA-N,1
HPOS-033,Caffeine,1,M+H,HPOS-033.1,50.98166423,0.849694404,195.0882,195.0852737,195.0911263,35.98166423,65.98166423,194.0803756,C8H10N4O2,-2.2593,Imidazopyrimidines,Purines and purine derivatives,Xanthines,HMDB0001847,,,,NA,C07481,2424,2519,27732,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,1
HPOS-034,Niacinamide,1,M+H,HPOS-034.1,64.05061675,1.067510279,123.05584,123.0539942,123.0576858,49.05061675,79.05061675,122.0480128,C6H6N2O,-0.03923,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Nicotinamides,HMDB0001406,,,,NA,C00153,911,936,17154,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,1
HPOS-035,Cotinine,1,M+H,HPOS-035.1,84.2216805,1.403694675,177.10279,177.1001335,177.1054465,69.2216805,99.2216805,176.0949631,C10H12N2O,-0.1011,Pyridines and derivatives,Pyrrolidinylpyridines,Pyrrolidinylpyridines,HMDB0001046,,,,NA,NA,395,408,182609,"InChI=1S/C10H12N2O/c1-12-9(4-5-10(12)13)8-3-2-6-11-7-8/h2-3,6-7,9H,4-5H2,1H3",UIKROCXWUNQSPJ-UHFFFAOYSA-N,1
HPOS-036,Creatinine,1,M+Na,HPOS-036.1,150.4052096,2.506753494,136.04868,136.0466393,136.0507207,135.4052096,165.4052096,113.0589119,C4H7N3O,-1.30413,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,HMDB0000562,,,,NA,C00791,568,588,16737,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)",DDRJAANPRJIHGJ-UHFFFAOYSA-N,1
HPOS-037,Phenylacetyl carnitine,1,M+H,HPOS-037.1,268.1590838,4.469318064,280.15488,280.1506777,280.1590823,253.1590838,283.1590838,279.14706,C15H21NO4,-2.8168,NA,NA,NA,NA,,,,NA,NA,NA,140348918,NA,"InChI=1S/C15H21NO4/c1-16(2,3)11-15(20,10-14(18)19)13(17)9-12-7-5-4-6-8-12/h4-8,20H,9-11H2,1-3H3",YNXPNLZXWNAYEE-UHFFFAOYSA-N,3
HPOS-038,"1,1-Dimethylbiguanide (Metformin)",1,M+H,HPOS-038.1,205.4058334,3.423430557,130.10927,130.1073184,130.1112216,190.4058334,220.4058334,129.1014453,C4H11N5,-2.84316,Organonitrogen compounds,Guanidines,Biguanides,HMDB0001921,,,,NA,C07151,3949,4091,6801,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,1
HPOS-039,Tryptophan,1,[(M-NH3)+H],HPOS-039.1,229.337455,3.822290916,188.07115,188.0683289,188.0739711,214.337455,244.337455,204.0898776,C11H12N2O2,-0.8023,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,HMDB0000929,,,,NA,C00078,6066,6305,16828,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N,1
HPOS-040,Phenylalanine,1,M+H,HPOS-040.1,226.7771941,3.779619902,166.0868,166.0843087,166.0892913,211.7771941,241.7771941,165.0789786,C9H11NO2,-1.0694,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,HMDB0000159,,,,NA,C00079,5910,6140,17295,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,1
HPOS-041,Methionine,1,M+H,HPOS-041.1,246.7372163,4.112286938,150.05887,150.0566191,150.0611209,231.7372163,261.7372163,149.0510496,C5H11NO2S,-1.559,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,HMDB0000696,,,,NA,C00073,5907,6137,16643,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,1
HPOS-042,Trimethylamine N-oxide,1,[2M+H],HPOS-042.1,250.7237262,4.17872877,151.14465,76.07509886,76.07738114,235.7237262,265.7237262,75.0684139,C3H9NO,-0.9166,Organonitrogen compounds,Aminoxides,Trialkyl amine oxides,HMDB0000925,,,,NA,C01104,1113,1145,15724,"InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3",UYPYRKYUKCHHIB-UHFFFAOYSA-N,1
HPOS-043,Proline,1,M+H,HPOS-043.1,267.4476694,4.457461157,116.07115,116.0694089,116.0728911,252.4476694,282.4476694,115.0633285,C5H9NO2,-1.5502,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Proline and derivatives,HMDB0000162,,,,NA,C00148,128566,145742,17203,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,1
HPOS-044,Alanine,1,M+2Na-H,HPOS-044.1,273.9442249,4.565737082,134.01939,134.0173797,134.0214003,258.9442249,288.9442249,89.0476785,C3H7NO2,-1.8002,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alanine and derivatives,HMDB0000161,,,,NA,C00041,5735,5950,16977,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,1
HPOS-045,Creatine,1,M+H,HPOS-045.1,303.5838669,5.059731114,132.0773,132.0753188,132.0792812,288.5838669,318.5838669,131.0694765,C4H9N3O2,-2.65933,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,HMDB0000064,,,,NA,C00300,566,586,16919,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CVSVTCORWBXHQV-UHFFFAOYSA-N,1
HPOS-046,Glutamine,1,M+H,HPOS-046.1,303.3166476,5.055277459,147.07697,147.0747638,147.0791762,288.3166476,318.3166476,146.0691422,C5H10N2O3,-2.13983,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000641,,,,NA,C00064,5746,5961,18050,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,1
HPOS-047,Citrulline,1,M+H,HPOS-047.1,344.4,5.74,176.10352,176.1008784,176.1061616,329.4,359.4,175.09569,C6H13N3O3,-3.05293,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000904,,,,NA,C00327,9367,9750,16349,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",RHGKLRLOHDJJDR-BYPYZUCNSA-N,1
HPOS-048,Arginine,1,M+H,HPOS-048.1,355.0979358,5.918298929,175.1195,175.1168732,175.1221268,340.0979358,370.0979358,174.1116757,C6H14N4O2,-3.78263,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000517,,,,NA,C00062,6082,6322,16467,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,1
HPOS-049,Lysine,1,M+H,HPOS-049.1,358.8095308,5.980158847,147.11335,147.1111433,147.1155567,343.8095308,373.8095308,146.1055277,C6H14N2O2,-2.7345,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,HMDB0000182,,,,NA,C00047,5747,5962,18019,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KDXKERNSBIXSRK-YFKPBYRVSA-N,1
